circuit_id,family,source_file,source_sha256,backend_class,backend_name,optimization_level,shots,seed_transpiler,seed_simulator,logical_width,logical_depth,logical_ops,logical_two_qubit_ops,physical_width,physical_depth,physical_ops,physical_two_qubit_ops,swap_count,dag_node_count,t_transpile_s,t_exec_s,t_total_s,status,error
graphstate::graphstate_indep_qiskit_4,graphstate,data/quantum_circuits/graphstate_indep_qiskit_4.qasm,13721ab5a328b17bf3f8c3692cda844a7e538a8c92530d0c1236f43d3ad5a884,FakeWashingtonV2,fake_washington,0,1024,1234,1234,4,5,13,4,127,32,51,10,0,51,0.007213531000161311,0.5457350910000969,0.5529486220002582,ok,
graphstate::graphstate_indep_qiskit_4,graphstate,data/quantum_circuits/graphstate_indep_qiskit_4.qasm,13721ab5a328b17bf3f8c3692cda844a7e538a8c92530d0c1236f43d3ad5a884,FakeWashingtonV2,fake_washington,1,1024,1234,1234,4,5,13,4,127,23,33,10,0,33,0.010281471999405767,0.6216472950000025,0.6319287669994083,ok,
graphstate::graphstate_indep_qiskit_4,graphstate,data/quantum_circuits/graphstate_indep_qiskit_4.qasm,13721ab5a328b17bf3f8c3692cda844a7e538a8c92530d0c1236f43d3ad5a884,FakeWashingtonV2,fake_washington,2,1024,1234,1234,4,5,13,4,127,20,31,7,0,31,0.010733418999734567,0.5324459370003751,0.5431793560001097,ok,
graphstate::graphstate_indep_qiskit_4,graphstate,data/quantum_circuits/graphstate_indep_qiskit_4.qasm,13721ab5a328b17bf3f8c3692cda844a7e538a8c92530d0c1236f43d3ad5a884,FakeWashingtonV2,fake_washington,3,1024,1234,1234,4,5,13,4,127,20,31,7,0,31,0.011336666999341105,0.6245404909986974,0.6358771579980385,ok,
graphstate::graphstate_indep_qiskit_5,graphstate,data/quantum_circuits/graphstate_indep_qiskit_5.qasm,cfadb6828c07bfc2fac00ca0c9c03935e927b88961597b69936fc199a094b9ea,FakeWashingtonV2,fake_washington,0,1024,1234,1234,5,6,16,5,127,32,65,14,0,65,0.005930634000833379,0.5324740610012668,0.5384046950021002,ok,
graphstate::graphstate_indep_qiskit_5,graphstate,data/quantum_circuits/graphstate_indep_qiskit_5.qasm,cfadb6828c07bfc2fac00ca0c9c03935e927b88961597b69936fc199a094b9ea,FakeWashingtonV2,fake_washington,1,1024,1234,1234,5,6,16,5,127,20,38,11,0,38,0.007948946000396973,0.6179470050010423,0.6258959510014392,ok,
graphstate::graphstate_indep_qiskit_5,graphstate,data/quantum_circuits/graphstate_indep_qiskit_5.qasm,cfadb6828c07bfc2fac00ca0c9c03935e927b88961597b69936fc199a094b9ea,FakeWashingtonV2,fake_washington,2,1024,1234,1234,5,6,16,5,127,21,44,9,0,44,0.011981783000010182,0.5461835580008483,0.5581653410008585,ok,
graphstate::graphstate_indep_qiskit_5,graphstate,data/quantum_circuits/graphstate_indep_qiskit_5.qasm,cfadb6828c07bfc2fac00ca0c9c03935e927b88961597b69936fc199a094b9ea,FakeWashingtonV2,fake_washington,3,1024,1234,1234,5,6,16,5,127,21,44,9,0,44,0.010236128000542521,0.6246880979997513,0.6349242260002939,ok,
grover-noancilla::grover-noancilla_indep_qiskit_2,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_2.qasm,55746e6a2fd8d9c4b8c813443f2db46b072f75db1632dd252298c735fbc72bf0,FakeWashingtonV2,fake_washington,0,1024,1234,1234,2,2,5,0,127,4,7,0,0,7,0.003956418000598205,0.5393023599990556,0.5432587779996538,ok,
grover-noancilla::grover-noancilla_indep_qiskit_2,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_2.qasm,55746e6a2fd8d9c4b8c813443f2db46b072f75db1632dd252298c735fbc72bf0,FakeWashingtonV2,fake_washington,1,1024,1234,1234,2,2,5,0,127,4,7,0,0,7,0.005313801000738749,0.6336609119989589,0.6389747129996977,ok,
